"HF","Financing scheme","FS","Revenues of financing schemes","MEASURE","Measure","LOCATION","Country","TIME","Year","Value","Flag Codes","Flags"
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2012","2012",263377.403,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2013","2013",281403.237,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2014","2014",296898.112,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2015","2015",311063.64,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2016","2016",322575.448,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2017","2017",342466.269,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2000","2000",201174.232,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2001","2001",203223.304,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2002","2002",203640.267,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2003","2003",206283.851,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2004","2004",215287.845,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2005","2005",224296.791,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2006","2006",237959.707,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2007","2007",246140.709,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2008","2008",246532.627,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2009","2009",240545.599,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2010","2010",241854.578,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2011","2011",245256.524,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2012","2012",252104.253,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2013","2013",265286.448,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2014","2014",275551.682,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2015","2015",287966.437,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2016","2016",295688.528,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2017","2017",308218.988,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2000","2000",12.632,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2001","2001",11.975,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2002","2002",11.111,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2003","2003",10.578,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2004","2004",10.566,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2005","2005",10.625,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2006","2006",10.87,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2007","2007",10.873,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2008","2008",10.762,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2009","2009",10.018,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2010","2010",9.848,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2011","2011",9.898,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2012","2012",9.958,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2013","2013",10.313,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2014","2014",10.305,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2015","2015",10.194,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2016","2016",10.071,,
"HFTOT","All financing schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2017","2017",10.301,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2006","2006",0.139,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2007","2007",0.138,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2008","2008",0.143,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2009","2009",0.154,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2010","2010",0.152,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2011","2011",0.143,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2012","2012",0.149,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2013","2013",0.15,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2014","2014",0.147,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2015","2015",0.152,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2016","2016",0.155,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2017","2017",0.154,"P","Provisional value"
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2018","2018",0.151,"P","Provisional value"
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2006","2006",2078.897,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2007","2007",2169.81,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2008","2008",2362.693,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2009","2009",2423.419,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2010","2010",2528.113,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2011","2011",2544.866,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2012","2012",2713.769,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2013","2013",2862.062,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2014","2014",2927.838,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2015","2015",3021.857,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2016","2016",3145.582,,
